paperId,method,node,section,basis,evidence,sourceUrl
wang2025gaitc-tcsvt-2025,GaitC3I,Gait Learning Frameworks,IV-C,Survey discussion,"GaitNet separates identity-related factors from appearance through reconstruction and latent exchange; group supervision supplies further constraints. GaitGCI and GaitC3I model covariate effects using causality-inspired formulations, alongside interventions across several feature domains. These approaches pursue identity relations that persist under changes to nuisance factors.",https://doi.org/10.1109/TCSVT.2025.3545210
xiong2024causality-eccv-2024,CLTD,Gait Learning Frameworks,IV-C,Survey discussion,"GaitNet separates identity-related factors from appearance through reconstruction and latent exchange; group supervision supplies further constraints. GaitGCI and GaitC3I model covariate effects using causality-inspired formulations, alongside interventions across several feature domains. These approaches pursue identity relations that persist under changes to nuisance factors.",
ren2025unsupervised-tbiom-2025,Selective Fusion (SF),Gait Learning Frameworks,IV-C,Survey discussion,"Unsupervised methods infer identity relations from clustering and pseudo-labels; selective fusion and multimodal mutual learning provide complementary cues. Their reliability depends on whether inferred identities remain consistent across conditions. GaitSSB instead develops self-supervised learning from unlabeled walking observations, followed by supervised adaptation. Temporal and augmentation correspondences broaden usable data, although they offer less explicit cross-clothing supervision than identity-linked sessions.",https://doi.org/10.1109/TBIOM.2025.3544805
yang2025multimodal-tifs-2025,M3L,Gait Learning Frameworks,IV-C,Survey discussion,"Unsupervised methods infer identity relations from clustering and pseudo-labels; selective fusion and multimodal mutual learning provide complementary cues. Their reliability depends on whether inferred identities remain consistent across conditions. GaitSSB instead develops self-supervised learning from unlabeled walking observations, followed by supervised adaptation. Temporal and augmentation correspondences broaden usable data, although they offer less explicit cross-clothing supervision than identity-linked sessions.",https://doi.org/10.1109/TIFS.2025.3602638
fan2023learning-tpami-2023,GaitSSB,Gait Learning Frameworks,IV-C,Survey discussion,"Unsupervised methods infer identity relations from clustering and pseudo-labels; selective fusion and multimodal mutual learning provide complementary cues. Their reliability depends on whether inferred identities remain consistent across conditions. GaitSSB instead develops self-supervised learning from unlabeled walking observations, followed by supervised adaptation. Temporal and augmentation correspondences broaden usable data, although they offer less explicit cross-clothing supervision than identity-linked sessions.",
ma2023fine-iccv-2023,UDA,Gait Learning Frameworks,IV-C,Survey discussion,"Fine-grained domain adaptation uses unlabeled target observations; single-source generalization and weak-shot transfer address different data-access settings. Distinguishing target observations, target labels, and source-only training makes their gains interpretable.",https://openaccess.thecvf.com/content/ICCV2023/html/Ma_Fine-grained_Unsupervised_Domain_Adaptation_for_Gait_Recognition_ICCV_2023_paper.html
wang2023progressive-tifs-2023,PSIM,Gait Learning Frameworks,IV-C,Survey discussion,"Fine-grained domain adaptation uses unlabeled target observations; single-source generalization and weak-shot transfer address different data-access settings. Distinguishing target observations, target labels, and source-only training makes their gains interpretable.",https://doi.org/10.1109/TIFS.2023.3298518
hou2024adaptive-tifs-2024,Adaptive Knowledge Transfer (AKT),Gait Learning Frameworks,IV-C,Survey discussion,"Fine-grained domain adaptation uses unlabeled target observations; single-source generalization and weak-shot transfer address different data-access settings. Distinguishing target observations, target labels, and source-only training makes their gains interpretable.",https://doi.org/10.1109/TIFS.2024.3428371
ye2024biggait-cvpr-2024,BigGait,Gait Learning Frameworks,IV-C,Survey discussion,"BigGait and BiggerGait adapt visual representations, whereas GaitLLM brings language-model sequence processing to gait features. Teacher choice and adapted layers determine the knowledge retained. GaitMax combines semantic and kinematic information; related language-guided and cross-modal methods use descriptions to structure motion or nuisance learning. Description quality and training-only versus inference-time access are relevant to these comparisons.",https://openaccess.thecvf.com/content/CVPR2024/html/Ye_BigGait_Learning_Gait_Representation_You_Want_by_Large_Vision_Models_CVPR_2024_paper.html
ref-ye2025biggergait,BiggerGait,Gait Learning Frameworks,IV-C,Survey discussion,"BigGait and BiggerGait adapt visual representations, whereas GaitLLM brings language-model sequence processing to gait features. Teacher choice and adapted layers determine the knowledge retained. GaitMax combines semantic and kinematic information; related language-guided and cross-modal methods use descriptions to structure motion or nuisance learning. Description quality and training-only versus inference-time access are relevant to these comparisons.",https://proceedings.neurips.cc/paper_files/paper/2025/file/6a5c23219f401f3efd322579002dbb80-Paper-Conference.pdf
yang2025bridging-cvpr-2025,GaitLLM,Gait Learning Frameworks,IV-C,Survey discussion,"BigGait and BiggerGait adapt visual representations, whereas GaitLLM brings language-model sequence processing to gait features. Teacher choice and adapted layers determine the knowledge retained. GaitMax combines semantic and kinematic information; related language-guided and cross-modal methods use descriptions to structure motion or nuisance learning. Description quality and training-only versus inference-time access are relevant to these comparisons.",https://openaccess.thecvf.com/content/CVPR2025/html/Yang_Bridging_Gait_Recognition_and_Large_Language_Models_Sequence_Modeling_CVPR_2025_paper.html
huang2026gaitmax-cvpr-2026,GaitMax,Gait Learning Frameworks,IV-C,Survey discussion,"BigGait and BiggerGait adapt visual representations, whereas GaitLLM brings language-model sequence processing to gait features. Teacher choice and adapted layers determine the knowledge retained. GaitMax combines semantic and kinematic information; related language-guided and cross-modal methods use descriptions to structure motion or nuisance learning. Description quality and training-only versus inference-time access are relevant to these comparisons.",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Unlocking_Motion_from_Large_Vision_Models_with_a_Semantic_and_CVPR_2026_paper.pdf
wu2026lmgait-aaai-2026,LMGait,Gait Learning Frameworks,IV-C,Survey discussion,"BigGait and BiggerGait adapt visual representations, whereas GaitLLM brings language-model sequence processing to gait features. Teacher choice and adapted layers determine the knowledge retained. GaitMax combines semantic and kinematic information; related language-guided and cross-modal methods use descriptions to structure motion or nuisance learning. Description quality and training-only versus inference-time access are relevant to these comparisons.",https://ojs.aaai.org/index.php/AAAI/article/view/38063
lu2026textguided-cvpr-2026,TCFDNet,Gait Learning Frameworks,IV-C,Survey discussion,"BigGait and BiggerGait adapt visual representations, whereas GaitLLM brings language-model sequence processing to gait features. Teacher choice and adapted layers determine the knowledge retained. GaitMax combines semantic and kinematic information; related language-guided and cross-modal methods use descriptions to structure motion or nuisance learning. Description quality and training-only versus inference-time access are relevant to these comparisons.",https://openaccess.thecvf.com/content/CVPR2026/html/Lu_Text-guided_Feature_Disentanglement_for_Cross-modal_Gait_Recognition_CVPR_2026_paper.html
ye2026foundationgait-eccv-2026,FoundationGait,Gait Learning Frameworks,IV-C,Survey discussion,"Gait-specific pretraining pursues reuse more directly. FoundationGait aggregates public silhouette datasets for self-supervision and downstream transfer, while skeleton-based work studies data and model scaling. Frozen transfer and target fine-tuning provide complementary views of the resulting representations.",https://arxiv.org/abs/2512.00691
cosma2026scaling-aaai-2026,GaitPT scaling study,Gait Learning Frameworks,IV-C,Survey discussion,"Gait-specific pretraining pursues reuse more directly. FoundationGait aggregates public silhouette datasets for self-supervision and downstream transfer, while skeleton-based work studies data and model scaling. Frozen transfer and target fine-tuning provide complementary views of the resulting representations.",https://ojs.aaai.org/index.php/AAAI/article/view/37340
jin2025denoising-cvpr-2025,DenoisingGait,Gait Learning Frameworks,IV-C,Survey discussion,"DenoisingGait uses diffusion and geometric priors to reduce nuisance information in walking-video features. CoD^2 studies collaboration between discriminative and generative diffusion models. BarbieGait supplies identity-linked synthetic clothing diversity together with GaitCLIF learning. These approaches act on different parts of training, from representation construction to supervision coverage.",https://openaccess.thecvf.com/content/CVPR2025/html/Jin_On_Denoising_Walking_Videos_for_Gait_Recognition_CVPR_2025_paper.html
xiong2026cod2-aaai-2026,CoD2,Gait Learning Frameworks,IV-C,Survey discussion,"DenoisingGait uses diffusion and geometric priors to reduce nuisance information in walking-video features. CoD^2 studies collaboration between discriminative and generative diffusion models. BarbieGait supplies identity-linked synthetic clothing diversity together with GaitCLIF learning. These approaches act on different parts of training, from representation construction to supervision coverage.",https://ojs.aaai.org/index.php/AAAI/article/view/38096
cai2026barbiegait-cvpr-2026,GaitCLIF,Gait Learning Frameworks,IV-C,Survey discussion,"DenoisingGait uses diffusion and geometric priors to reduce nuisance information in walking-video features. CoD^2 studies collaboration between discriminative and generative diffusion models. BarbieGait supplies identity-linked synthetic clothing diversity together with GaitCLIF learning. These approaches act on different parts of training, from representation construction to supervision coverage.",https://arxiv.org/abs/2604.12221
cai2026barbiegait-cvpr-2026,GaitCLIF,Gait Learning Frameworks,IV-C,Survey discussion,"Their utility can arise through more training examples, broader conditions per identity, or improved upstream features. BarbieGait evaluates both recognizer pretraining and pose-estimator adaptation, illustrating distinct routes that should remain identifiable. Source-identity separation, ordinary-augmentation baselines, and transfer to unseen real conditions help determine whether synthesis adds useful coverage.",https://arxiv.org/abs/2604.12221
huang2024occluded-eccv-2024,GaitMoE,Handling Real-World Noise,IV-D,Survey discussion,"Missing regions call for selective aggregation or structural inference. The mixture-of-experts method of Huang et al. selects evidence according to visibility; mesh completion and distillation from unobstructed observations introduce additional priors. Aggregation can recover a body region visible in other frames. Persistent occlusion instead forces reliance on remaining evidence or inferred structure, whose confidence should reflect that it was not directly observed.",
xu2023occlusion-tifs-2023,Occlusion-Aware Mesh,Handling Real-World Noise,IV-D,Survey discussion,"Missing regions call for selective aggregation or structural inference. The mixture-of-experts method of Huang et al. selects evidence according to visibility; mesh completion and distillation from unobstructed observations introduce additional priors. Aggregation can recover a body region visible in other frames. Persistent occlusion instead forces reliance on remaining evidence or inferred structure, whose confidence should reflect that it was not directly observed.",https://doi.org/10.1109/TIFS.2023.3236181
gupta2025mimicgait-wacv-2025,MimicGait,Handling Real-World Noise,IV-D,Survey discussion,"Missing regions call for selective aggregation or structural inference. The mixture-of-experts method of Huang et al. selects evidence according to visibility; mesh completion and distillation from unobstructed observations introduce additional priors. Aggregation can recover a body region visible in other frames. Persistent occlusion instead forces reliance on remaining evidence or inferred structure, whose confidence should reflect that it was not directly observed.",https://openaccess.thecvf.com/content/WACV2025/html/Gupta_MimicGait_A_Model_Agnostic_Approach_for_Occluded_Gait_Recognition_using_WACV_2025_paper.html
dou2023gaitgci-cvpr-2023,GaitGCI,Handling Real-World Noise,IV-D,Survey discussion,"Garments alter contour, surface geometry, and sometimes movement. GaitGCI and GaitC3I address covariate-dependent learning; GaitCLIF uses the clothing diversity of BarbieGait to learn more stable identity features. Disentanglement, clothing-balanced supervision, and multimodal cues provide related routes. The remaining difficulty is transfer to garment combinations and body deformations absent from training.",https://openaccess.thecvf.com/content/CVPR2023/html/Dou_GaitGCI_Generative_Counterfactual_Intervention_for_Gait_Recognition_CVPR_2023_paper.html
wang2025gaitc-tcsvt-2025,GaitC3I,Handling Real-World Noise,IV-D,Survey discussion,"Garments alter contour, surface geometry, and sometimes movement. GaitGCI and GaitC3I address covariate-dependent learning; GaitCLIF uses the clothing diversity of BarbieGait to learn more stable identity features. Disentanglement, clothing-balanced supervision, and multimodal cues provide related routes. The remaining difficulty is transfer to garment combinations and body deformations absent from training.",https://doi.org/10.1109/TCSVT.2025.3545210
cai2026barbiegait-cvpr-2026,GaitCLIF,Handling Real-World Noise,IV-D,Survey discussion,"Garments alter contour, surface geometry, and sometimes movement. GaitGCI and GaitC3I address covariate-dependent learning; GaitCLIF uses the clothing diversity of BarbieGait to learn more stable identity features. Disentanglement, clothing-balanced supervision, and multimodal cues provide related routes. The remaining difficulty is transfer to garment combinations and body deformations absent from training.",https://arxiv.org/abs/2604.12221
yao2022improving-tcsvt-2023,Group-Supervised Disentangled Representation Learning (GSDRL),Handling Real-World Noise,IV-D,Survey discussion,"Garments alter contour, surface geometry, and sometimes movement. GaitGCI and GaitC3I address covariate-dependent learning; GaitCLIF uses the clothing diversity of BarbieGait to learn more stable identity features. Disentanglement, clothing-balanced supervision, and multimodal cues provide related routes. The remaining difficulty is transfer to garment combinations and body deformations absent from training.",https://doi.org/10.1109/tmm.2022.3171961
hou2024cloth-tcsvt-2024,CCH,Handling Real-World Noise,IV-D,Survey discussion,"Garments alter contour, surface geometry, and sometimes movement. GaitGCI and GaitC3I address covariate-dependent learning; GaitCLIF uses the clothing diversity of BarbieGait to learn more stable identity features. Disentanglement, clothing-balanced supervision, and multimodal cues provide related routes. The remaining difficulty is transfer to garment combinations and body deformations absent from training.",https://doi.org/10.1109/TCSVT.2024.3360232
li2023depth-cvpr-2023,AUG-OGBase,Handling Real-World Noise,IV-D,Survey discussion,"Garments alter contour, surface geometry, and sometimes movement. GaitGCI and GaitC3I address covariate-dependent learning; GaitCLIF uses the clothing diversity of BarbieGait to learn more stable identity features. Disentanglement, clothing-balanced supervision, and multimodal cues provide related routes. The remaining difficulty is transfer to garment combinations and body deformations absent from training.",https://openaccess.thecvf.com/content/CVPR2023/html/Li_An_In-Depth_Exploration_of_Person_Re-Identification_and_Gait_Recognition_in_CVPR_2023_paper.html
fan2020gaitpart-cvpr-2020,GaitPart,Handling Real-World Noise,IV-D,Survey discussion,"Bags and other objects both obscure body regions and modify arm swing or posture. Local motion models such as GaitPart and DyGait can reduce reliance on affected regions, while semantic and structural inputs support body–object separation. These are partial remedies: excluding the object's pixels does not undo the resulting change in walking dynamics. CCGR's combined conditions provide a broader test than bag presence alone.",https://openaccess.thecvf.com/content_CVPR_2020/html/Fan_GaitPart_Temporal_Part-Based_Model_for_Gait_Recognition_CVPR_2020_paper.html
wang2023dygait-iccv-2023,DyGait,Handling Real-World Noise,IV-D,Survey discussion,"Bags and other objects both obscure body regions and modify arm swing or posture. Local motion models such as GaitPart and DyGait can reduce reliance on affected regions, while semantic and structural inputs support body–object separation. These are partial remedies: excluding the object's pixels does not undo the resulting change in walking dynamics. CCGR's combined conditions provide a broader test than bag presence alone.",https://arxiv.org/abs/2303.14953
zheng2024takes-acmmm-2024,Xgait,Handling Real-World Noise,IV-D,Survey discussion,"Bags and other objects both obscure body regions and modify arm swing or posture. Local motion models such as GaitPart and DyGait can reduce reliance on affected regions, while semantic and structural inputs support body–object separation. These are partial remedies: excluding the object's pixels does not undo the resulting change in walking dynamics. CCGR's combined conditions provide a broader test than bag presence alone.",https://doi.org/10.1145/3664647.3680577
fan2024skegait-aaai-2024,SkeletonGait++,Handling Real-World Noise,IV-D,Survey discussion,"Bags and other objects both obscure body regions and modify arm swing or posture. Local motion models such as GaitPart and DyGait can reduce reliance on affected regions, while semantic and structural inputs support body–object separation. These are partial remedies: excluding the object's pixels does not undo the resulting change in walking dynamics. CCGR's combined conditions provide a broader test than bag presence alone.",
zou2024cross-aaai-2024,ParsingGait,Handling Real-World Noise,IV-D,Survey discussion,"Bags and other objects both obscure body regions and modify arm swing or posture. Local motion models such as GaitPart and DyGait can reduce reliance on affected regions, while semantic and structural inputs support body–object separation. These are partial remedies: excluding the object's pixels does not undo the resulting change in walking dynamics. CCGR's combined conditions provide a broader test than bag presence alone.",
zhang2021cross-cvpr-2021,KoopmanGait,Handling Real-World Noise,IV-D,Survey discussion,KoopmanGait and LagrangeGait model transformations or motion across views; body-coordinate normalization and 3D observations provide geometric alternatives. Their assumptions become more demanding for continuously changing trajectories and elevated cameras than for fixed laboratory views.,https://openaccess.thecvf.com/content/CVPR2021/html/Zhang_Cross-View_Gait_Recognition_With_Deep_Universal_Linear_Embeddings_CVPR_2021_paper.html
chai2022lagrange-cvpr-2022,LagrangeGait,Handling Real-World Noise,IV-D,Survey discussion,KoopmanGait and LagrangeGait model transformations or motion across views; body-coordinate normalization and 3D observations provide geometric alternatives. Their assumptions become more demanding for continuously changing trajectories and elevated cameras than for fixed laboratory views.,https://openaccess.thecvf.com/content/CVPR2022/html/Chai_Lagrange_Motion_Analysis_and_View_Embeddings_for_Improved_Gait_Recognition_CVPR_2022_paper.html
fu2023gpgait-iccv-2023,GPGait,Handling Real-World Noise,IV-D,Survey discussion,KoopmanGait and LagrangeGait model transformations or motion across views; body-coordinate normalization and 3D observations provide geometric alternatives. Their assumptions become more demanding for continuously changing trajectories and elevated cameras than for fixed laboratory views.,https://openaccess.thecvf.com/content/ICCV2023/html/Fu_GPGait_Generalized_Pose-based_Gait_Recognition_ICCV_2023_paper.html
shen2023lidargait-cvpr-2023,LidarGait,Handling Real-World Noise,IV-D,Survey discussion,KoopmanGait and LagrangeGait model transformations or motion across views; body-coordinate normalization and 3D observations provide geometric alternatives. Their assumptions become more demanding for continuously changing trajectories and elevated cameras than for fixed laboratory views.,https://openaccess.thecvf.com/content/CVPR2023/html/Shen_LidarGait_Benchmarking_3D_Gait_Recognition_With_Point_Clouds_CVPR_2023_paper.html
li2024aerialgait-acmmm-2024,AGGNet,Handling Real-World Noise,IV-D,Survey discussion,KoopmanGait and LagrangeGait model transformations or motion across views; body-coordinate normalization and 3D observations provide geometric alternatives. Their assumptions become more demanding for continuously changing trajectories and elevated cameras than for fixed laboratory views.,https://doi.org/10.1145/nnnnnnn.nnnnnnn
liang2022gaitedge-eccv-2022,GaitEdge,Handling Real-World Noise,IV-D,Survey discussion,"Low resolution, blur, weak illumination, and unstable crops couple sensing errors with feature learning. GaitEdge improves preprocessing; quality-aware aggregation reduces unreliable frames' influence. RobustGait evaluates corruption propagated through RGB-to-silhouette processing. Recognition quality also depends on visible identity detail and temporal coverage: a clean mask can still be uninformative. Weighting cannot recover evidence absent throughout a sequence, whereas LiDAR or event sensing changes the available measurement. Selective recognition should report retained coverage alongside accuracy.",https://arxiv.org/abs/2203.03972
hou2022gait-tnnls-2023,GQAN,Handling Real-World Noise,IV-D,Survey discussion,"Low resolution, blur, weak illumination, and unstable crops couple sensing errors with feature learning. GaitEdge improves preprocessing; quality-aware aggregation reduces unreliable frames' influence. RobustGait evaluates corruption propagated through RGB-to-silhouette processing. Recognition quality also depends on visible identity detail and temporal coverage: a clean mask can still be uninformative. Weighting cannot recover evidence absent throughout a sequence, whereas LiDAR or event sensing changes the available measurement. Selective recognition should report retained coverage alongside accuracy.",https://doi.org/10.1109/TNNLS.2022.3154723
wang2024qagait-aaai-2024,QAGait,Handling Real-World Noise,IV-D,Survey discussion,"Low resolution, blur, weak illumination, and unstable crops couple sensing errors with feature learning. GaitEdge improves preprocessing; quality-aware aggregation reduces unreliable frames' influence. RobustGait evaluates corruption propagated through RGB-to-silhouette processing. Recognition quality also depends on visible identity detail and temporal coverage: a clean mask can still be uninformative. Weighting cannot recover evidence absent throughout a sequence, whereas LiDAR or event sensing changes the available measurement. Selective recognition should report retained coverage alongside accuracy.",
peng2025rsanet-pr-2025,RSANet,Handling Real-World Noise,IV-D,Survey discussion,"Low resolution, blur, weak illumination, and unstable crops couple sensing errors with feature learning. GaitEdge improves preprocessing; quality-aware aggregation reduces unreliable frames' influence. RobustGait evaluates corruption propagated through RGB-to-silhouette processing. Recognition quality also depends on visible identity detail and temporal coverage: a clean mask can still be uninformative. Weighting cannot recover evidence absent throughout a sequence, whereas LiDAR or event sensing changes the available measurement. Selective recognition should report retained coverage alongside accuracy.",https://doi.org/10.1016/j.patcog.2024.111219
sayera2026robustgait-wacv-2026,RobustGait,Handling Real-World Noise,IV-D,Survey discussion,"Low resolution, blur, weak illumination, and unstable crops couple sensing errors with feature learning. GaitEdge improves preprocessing; quality-aware aggregation reduces unreliable frames' influence. RobustGait evaluates corruption propagated through RGB-to-silhouette processing. Recognition quality also depends on visible identity detail and temporal coverage: a clean mask can still be uninformative. Weighting cannot recover evidence absent throughout a sequence, whereas LiDAR or event sensing changes the available measurement. Selective recognition should report retained coverage alongside accuracy.",https://arxiv.org/abs/2511.13065
shen2025lidargait-cvpr-2025,LidarGait++,Handling Real-World Noise,IV-D,Survey discussion,"Low resolution, blur, weak illumination, and unstable crops couple sensing errors with feature learning. GaitEdge improves preprocessing; quality-aware aggregation reduces unreliable frames' influence. RobustGait evaluates corruption propagated through RGB-to-silhouette processing. Recognition quality also depends on visible identity detail and temporal coverage: a clean mask can still be uninformative. Weighting cannot recover evidence absent throughout a sequence, whereas LiDAR or event sensing changes the available measurement. Selective recognition should report retained coverage alongside accuracy.",https://openaccess.thecvf.com/content/CVPR2025/html/Shen_LidarGait_Learning_Local_Features_and_Size_Awareness_from_LiDAR_Point_CVPR_2025_paper.html
xu2026eventgait-cvpr-2026,EventGait,Handling Real-World Noise,IV-D,Survey discussion,"Low resolution, blur, weak illumination, and unstable crops couple sensing errors with feature learning. GaitEdge improves preprocessing; quality-aware aggregation reduces unreliable frames' influence. RobustGait evaluates corruption propagated through RGB-to-silhouette processing. Recognition quality also depends on visible identity detail and temporal coverage: a clean mask can still be uninformative. Weighting cannot recover evidence absent throughout a sequence, whereas LiDAR or event sensing changes the available measurement. Selective recognition should report retained coverage alongside accuracy.",https://openaccess.thecvf.com/content/CVPR2026/html/Xu_EventGait_Towards_Robust_Gait_Recognition_with_Event_Streams_CVPR_2026_paper.html
han2022unified-pr-2022,A-Softmax + Triplet,Gait Metric Designs,IV-E,Survey discussion,"Building on the classification and triplet objectives in Section IV-C, metric design refines embedding geometry; a unified analysis relates classification- and distance-based objectives. Generalized Inter-class Loss adjusts pairwise weighting and class-level separation. Progressive memory-based learning further addresses hard positives and negatives beyond an individual mini-batch. WaveLoss adapts the emphasis placed on parts of unequal difficulty. These methods refine how limited training identities define a space for unseen people.",https://doi.org/10.1016/j.patcog.2021.108519
yu2022generalized-acmmm-2022,Generalized inter-class loss for gait recognition,Gait Metric Designs,IV-E,Survey discussion,"Building on the classification and triplet objectives in Section IV-C, metric design refines embedding geometry; a unified analysis relates classification- and distance-based objectives. Generalized Inter-class Loss adjusts pairwise weighting and class-level separation. Progressive memory-based learning further addresses hard positives and negatives beyond an individual mini-batch. WaveLoss adapts the emphasis placed on parts of unequal difficulty. These methods refine how limited training identities define a space for unseen people.",https://doi.org/10.1145/3503161.3548311
dou2022gaitmpl-tip-2024,GaitMPL,Gait Metric Designs,IV-E,Survey discussion,"Building on the classification and triplet objectives in Section IV-C, metric design refines embedding geometry; a unified analysis relates classification- and distance-based objectives. Generalized Inter-class Loss adjusts pairwise weighting and class-level separation. Progressive memory-based learning further addresses hard positives and negatives beyond an individual mini-batch. WaveLoss adapts the emphasis placed on parts of unequal difficulty. These methods refine how limited training identities define a space for unseen people.",https://doi.org/10.1109/TIP.2022.3164543
wang2025waveloss-aaai-2025,WaveLoss,Gait Metric Designs,IV-E,Survey discussion,"Building on the classification and triplet objectives in Section IV-C, metric design refines embedding geometry; a unified analysis relates classification- and distance-based objectives. Generalized Inter-class Loss adjusts pairwise weighting and class-level separation. Progressive memory-based learning further addresses hard positives and negatives beyond an individual mini-batch. WaveLoss adapts the emphasis placed on parts of unequal difficulty. These methods refine how limited training identities define a space for unseen people.",
wu2020condition-tip-2021,Condition-Aware,Gait Metric Designs,IV-E,Survey discussion,"Covariate imbalance motivates additional constraints. Condition-aware comparison and clothing-balanced learning account for uneven observation conditions; GaitC3I revisits the positive and negative relations used for metric supervision. In 2026, GaitMax's conditional decorrelation objective uses nuisance descriptions to complement identity discrimination. Such objectives seek stable matching relations, with their benefit depending on the quality and coverage of the conditioning information.",
hou2024cloth-tcsvt-2024,CCH,Gait Metric Designs,IV-E,Survey discussion,"Covariate imbalance motivates additional constraints. Condition-aware comparison and clothing-balanced learning account for uneven observation conditions; GaitC3I revisits the positive and negative relations used for metric supervision. In 2026, GaitMax's conditional decorrelation objective uses nuisance descriptions to complement identity discrimination. Such objectives seek stable matching relations, with their benefit depending on the quality and coverage of the conditioning information.",https://doi.org/10.1109/TCSVT.2024.3360232
wang2025gaitc-tcsvt-2025,GaitC3I,Gait Metric Designs,IV-E,Survey discussion,"Covariate imbalance motivates additional constraints. Condition-aware comparison and clothing-balanced learning account for uneven observation conditions; GaitC3I revisits the positive and negative relations used for metric supervision. In 2026, GaitMax's conditional decorrelation objective uses nuisance descriptions to complement identity discrimination. Such objectives seek stable matching relations, with their benefit depending on the quality and coverage of the conditioning information.",https://doi.org/10.1109/TCSVT.2025.3545210
huang2026gaitmax-cvpr-2026,GaitMax,Gait Metric Designs,IV-E,Survey discussion,"Covariate imbalance motivates additional constraints. Condition-aware comparison and clothing-balanced learning account for uneven observation conditions; GaitC3I revisits the positive and negative relations used for metric supervision. In 2026, GaitMax's conditional decorrelation objective uses nuisance descriptions to complement identity discrimination. Such objectives seek stable matching relations, with their benefit depending on the quality and coverage of the conditioning information.",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Unlocking_Motion_from_Large_Vision_Models_with_a_Semantic_and_CVPR_2026_paper.pdf
habib2025cargait-iccv-2025,CarGait,Gait Metric Designs,IV-E,Survey discussion,"Euclidean, cosine, and part-wise comparisons provide inexpensive retrieval from fixed descriptors. Learned comparison can additionally exploit interactions between a probe and candidate. CarGait re-ranks a shortlist through cross-attention over local features; its benefit depends on candidate recall and pairwise computation. Gallery structure also affects scoring: the LocalScore preprint studies local-density normalization in broader biometric recognition. This is relevant to gait deployment, with its multimodal evidence distinguished from gait-only evaluation.",https://openaccess.thecvf.com/content/ICCV2025/html/Habib_CarGait_Cross-Attention_based_Re-ranking_for_Gait_recognition_ICCV_2025_paper.html
ref-su2026localscore,LocalScore,Gait Metric Designs,IV-E,Survey discussion,"Euclidean, cosine, and part-wise comparisons provide inexpensive retrieval from fixed descriptors. Learned comparison can additionally exploit interactions between a probe and candidate. CarGait re-ranks a shortlist through cross-attention over local features; its benefit depends on candidate recall and pairwise computation. Gallery structure also affects scoring: the LocalScore preprint studies local-density normalization in broader biometric recognition. This is relevant to gait deployment, with its multimodal evidence distinguished from gait-only evaluation.",https://arxiv.org/abs/2602.01012
ref-su2024open,Open-set biometrics: Beyond good closed-set models,Gait Metric Designs,IV-E,Survey discussion,"Rank-1 measures the first match; mAP summarizes retrieval across relevant gallery items; mINP emphasizes the last relevant item's rank. Verification and open-set identification additionally require a rejection operating point. Verification can report true-accept rate (TAR) at fixed false-accept rates (FAR), while open-set identification can report false-negative identification rate (FNIR) at fixed false-positive identification rates (FPIR), with gallery size and mated/non-mated probe composition specified. Holding a validation threshold fixed while varying gallery size or acquisition tests a different capability from recomputing the best threshold for each test set. Subject-level uncertainty and the fraction of retained probes show how calibration and abstention affect reliability and coverage.",https://doi.org/10.1007/978-3-031-73033-7_14
huang2026gaitmax-cvpr-2026,GaitMax,Gait Metric Designs,IV-E,Survey discussion,"Across these dimensions, a practical comparison includes observation duration, upstream extraction, embedding computation, and gallery search. GaitMax, for example, separates backbone and head costs and specifies frame count and resolution. Per-frame computation differs from sequence latency, which also includes waiting for useful observations; deployment cost includes both upstream feature extraction and the recognition head. These constraints connect the methodological choices to the uses considered next.",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Unlocking_Motion_from_Large_Vision_Models_with_a_Semantic_and_CVPR_2026_paper.pdf
zou2024cross-aaai-2024,ParsingGait,Benchmark coverage,V-A,Survey discussion,"Controlled collections provide covariate labels and matched conditions, making model failures easier to attribute, but often simplify acquisition or limit population diversity. In-the-wild collections broaden scale and realism, yet rarely provide comparably balanced combinations of people and conditions. GREW's attributes, RA-GAR's richer attribute supervision, and recent language descriptions help characterize these observations. The difficulty is obtaining reliable coverage of interacting factors.",
guo2025gait-tpami-2025,SPOSGait,Benchmark coverage,V-A,Survey discussion,"Controlled collections provide covariate labels and matched conditions, making model failures easier to attribute, but often simplify acquisition or limit population diversity. In-the-wild collections broaden scale and realism, yet rarely provide comparably balanced combinations of people and conditions. GREW's attributes, RA-GAR's richer attribute supervision, and recent language descriptions help characterize these observations. The difficulty is obtaining reliable coverage of interacting factors.",
wang2025ra-aaai-2025,CLIP-GAR,Benchmark coverage,V-A,Survey discussion,"Controlled collections provide covariate labels and matched conditions, making model failures easier to attribute, but often simplify acquisition or limit population diversity. In-the-wild collections broaden scale and realism, yet rarely provide comparably balanced combinations of people and conditions. GREW's attributes, RA-GAR's richer attribute supervision, and recent language descriptions help characterize these observations. The difficulty is obtaining reliable coverage of interacting factors.",
